,모집 제목,회사,link,위치,필요 조건,마감일
2199,[백엔드] JAVA 개발자 5~13년 경력 모집,(주)스너그스튜디오,/zf_user/jobs/relay/view?view_type=search&rec_idx=52543063&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=0750bfa4-0a24-4d5e-ad42-42ed57f7b397,서울강남구,경력 5~13년 학력무관 정규직,01/30
2200,금융기관 자금세탁방지(AML) 프로젝트 수행 경력자 및 개발자,(주)천명소프트,/zf_user/jobs/relay/view?view_type=search&rec_idx=52568854&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울금천구,경력3년↑ 초대졸↑ 정규직·계약직,02/13
2201,[세이코어] 풀스택 시니어 웹 개발자 채용,(주)세이코어,/zf_user/jobs/relay/view?view_type=search&rec_idx=52569823&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울구로구,경력7년↑ 초대졸↑ 정규직,01/30
2202,[세이코어] LLM AI 개발자 채용,(주)세이코어,/zf_user/jobs/relay/view?view_type=search&rec_idx=52569814&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울구로구,경력2년↑ 대졸↑ 정규직,01/30
2203,"앱 개발자 (React Native, 2년 이상)",(주)코딧,/zf_user/jobs/relay/view?view_type=search&rec_idx=51067920&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울영등포구,경력2년↑ 학력무관 정규직,01/30
2204,[물류IT 스타트업] 백엔드 개발자 채용(경력3년이상),온잇코리아(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52583044&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울서초구,"경력3년↑ 고졸↑ 정규직 3,800 만원",02/14
2205,"백엔드 개발자 (Node.js, 2년 이상)",(주)코딧,/zf_user/jobs/relay/view?view_type=search&rec_idx=51067668&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울영등포구,경력2년↑ 학력무관 정규직,01/30
2206,웹 크롤링(스크래핑) 개발자 (2년 이상),(주)코딧,/zf_user/jobs/relay/view?view_type=search&rec_idx=51067963&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울영등포구,경력2년↑ 학력무관 정규직,01/30
2207,자사 AIOps 솔루션 개발자 모집,주식회사큐부스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52562446&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기성남시 분당구,경력3년↑ 학력무관 정규직,01/30
2208,[세이코어] 백엔드 개발자 채용,(주)세이코어,/zf_user/jobs/relay/view?view_type=search&rec_idx=52569828&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울구로구,경력3년↑ 초대졸↑ 정규직,01/30
2209,Java Spring/React 웹 개발자 - 경력 사원 채용,(주)바이오커넥트,/zf_user/jobs/relay/view?view_type=search&rec_idx=52579748&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울서초구,경력2년↑ 대졸↑ 정규직,02/14
2210,[퍼플베리] Laravel/Vue 시니어 개발자,(주)퍼플베리,/zf_user/jobs/relay/view?view_type=search&rec_idx=52719416&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울금천구,"경력3년↑ 학력무관 정규직 6,000 만원",02/03
2211,[퍼플베리] Laravel/Vue 주니어 개발자,(주)퍼플베리,/zf_user/jobs/relay/view?view_type=search&rec_idx=52721029&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울금천구,"경력3년↑ 학력무관 정규직 4,200 만원",02/03
2212,[게임업계] 백엔드 개발자 모집,비바시티 주식회사,/zf_user/jobs/relay/view?view_type=search&rec_idx=52726051&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울영등포구,경력 학력무관 정규직·파트,02/15
2213,(주)에이닷큐어 백엔드 개발자 모집,(주)에이닷큐어,/zf_user/jobs/relay/view?view_type=search&rec_idx=52741954&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,인천연수구,경력3년↑ 초대졸↑ 정규직,01/30
2214,SI/SM 개발 경력자 모집-PM/PL/개발자(제안서 경험 필수),(주)케파스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52737391&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울강남구,경력 5~15년 초대졸↑ 정규직·기간제,03/07
2215,AI 기반 앱 서비스 개발자 모집,창의융합과학(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52738087&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경북경주시,경력무관 대졸↑ 정규직,02/05
2216,[(주)디오아이] 공간정보 GeoAI 개발자 경력직 채용,주식회사디오아이,/zf_user/jobs/relay/view?view_type=search&rec_idx=52756689&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기평택시,경력 대졸↑ 정규직,01/30
2217,"ASP및PHP개발자모집(ASP,PHP,앱개발,재택업무)",(주)타이코콜렉션,/zf_user/jobs/relay/view?view_type=search&rec_idx=52767539&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기고양시 일산서구,경력3년↑ 학력무관 아르바이트·프리랜서,02/07
2218,[SNUAILAB] 엣지 디바이스용 영상 인식 솔루션 개발자 채용,(주)스누아이랩,/zf_user/jobs/relay/view?view_type=search&rec_idx=52756684&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기수원시 영통구,경력5년↑ 대졸↑ 정규직,02/18
2219,[JAVA 경력 개발자] 경력 4년 이상 JAVA 개발자 모집,(주)굿플랫폼,/zf_user/jobs/relay/view?view_type=search&rec_idx=52755150&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울광진구,경력4년↑ 초대졸↑ 정규직,02/06
2220,JAVA SI/SM 경력직 개발자 채용,(주)유니에스아이엔씨,/zf_user/jobs/relay/view?view_type=search&rec_idx=52771376&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울성동구,경력5년↑ 학력무관 정규직,02/07
2221,웹 프론트엔드 개발자 채용,세종디엑스(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52773359&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기과천시,경력3년↑ 대졸↑ 정규직,01/30
2222,드로잉툴 개발자 모집 (프론트엔드 개발경력 5년 이상),(주)아이스크림아트,/zf_user/jobs/relay/view?view_type=search&rec_idx=52765704&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기성남시 분당구,경력 5~10년 대졸↑ 정규직,02/07
2223,연구소 H/W 개발자 채용,(주)지냅스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52783269&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기성남시 분당구,경력 3~12년 학력무관 정규직,03/10
2224,경력직 개발자 채용(FPGA),지텍(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52798844&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경북김천시,경력3년↑ 학력무관 정규직·계약직,02/11
2225,JAVA 경력개발자 모집 (경력5년이상),주식회사 아이엔아이테크 서울지점,/zf_user/jobs/relay/view?view_type=search&rec_idx=52806141&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울관악구,경력 5~7년 초대졸↑ 정규직,02/12
2226,미래를 함께할 JAVA 개발자 경력 사원 채용,(주)지트,/zf_user/jobs/relay/view?view_type=search&rec_idx=52807893&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기안양시 동안구,경력2년↑ 초대졸↑ 정규직,02/12
2227,미래를 함께할 자바 및 앱 개발자 채용,(주)지트,/zf_user/jobs/relay/view?view_type=search&rec_idx=52807933&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기안양시 동안구,경력5년↑ 초대졸↑ 정규직,02/12
2228,AI / SW 개발자 정규직 모집,(주)디인사이트,/zf_user/jobs/relay/view?view_type=search&rec_idx=52801763&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경남창원시,경력무관 석사↑ 정규직,02/11
2229,연구소 Micom 개발자 채용,(주)지냅스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52802194&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기성남시 분당구,경력 5~12년 학력무관 정규직,01/30
2230,머신 비젼/검사/영상처리 관련 SW개발자 채용,(주)프로써치코리아,/zf_user/jobs/relay/view?view_type=search&rec_idx=52821324&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기화성시,경력 5~8년 학력무관 정규직,01/30
2231,미래를 함께할 GIS 서버 개발자 채용,(주)지트,/zf_user/jobs/relay/view?view_type=search&rec_idx=52807869&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기안양시 동안구,경력3년↑ 초대졸↑ 정규직,02/12
2232,임베디드 SW 개발자 경력직 모집 (배터리팩),현대인버터솔루션(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52809178&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기수원시 영통구,"경력5년↑ 초대졸↑ 정규직·파트 5,000 만원",02/12
2233,(주)퓨처플랫폼 넥사크로 개발자(경력자) 모집,(주)퓨처플랫폼,/zf_user/jobs/relay/view?view_type=search&rec_idx=52822290&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울강서구,경력 3~5년 학력무관 정규직,02/13
2234,AI 개발자 경력사원 채용,(주) 스카이브,/zf_user/jobs/relay/view?view_type=search&rec_idx=52813074&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울서초구,경력2년↑ 학력무관 정규직,02/12
2235,"중견 제약그룹 IT 백엔드 개발자(대리,과장급)",(주)프로써치코리아,/zf_user/jobs/relay/view?view_type=search&rec_idx=52812655&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기용인시 기흥구,경력 5~11년 대졸↑ 정규직,01/30
2236,5G 라우터 S/W 개발자 모십니다.,(주)디에이플러스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52834556&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기의왕시,경력 학력무관 정규직,02/14
2237,[다글로] Backend 개발자,(주)액션파워,/zf_user/jobs/relay/view?view_type=search&rec_idx=52833379&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울관악구,경력 5~10년 학력무관 정규직,02/14
2238,중견기업 임베디드 시스템 펌웨어 개발자,(주)프로써치코리아,/zf_user/jobs/relay/view?view_type=search&rec_idx=52836349&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기군포시,경력 3~15년 초대졸↑ 정규직,02/14
2239,(주)퓨처플랫폼 백엔드 경력(3~5년) 개발자 채용,(주)퓨처플랫폼,/zf_user/jobs/relay/view?view_type=search&rec_idx=52822283&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울강서구,경력 1~3년 학력무관 정규직·계약직,02/13
2240,중견기업 웹 및 애플리케이션 소프트웨어 개발자,(주)프로써치코리아,/zf_user/jobs/relay/view?view_type=search&rec_idx=52836216&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기군포시,경력 3~15년 초대졸↑ 정규직,02/14
2241,긴급ㅣICTㅣWindows 기반 보안 솔루션 개발자 (주임-대리급),(주)베스트에치알 (Best HR),/zf_user/jobs/relay/view?view_type=search&rec_idx=52852316&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울전체,경력3년↑ 초대졸↑ 정규직,02/01
2242,"[10대 그룹 계열사 / Cloud ,  IT 개발자, 기술 영업 채용]",주식회사 메가서치그룹,/zf_user/jobs/relay/view?view_type=search&rec_idx=52846042&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울구로구,경력 2~15년 학력무관 정규직,01/31
2243,(주)아크스퀘어 경력 백엔드 개발자 모집(Node.js),(주)아크스퀘어,/zf_user/jobs/relay/view?view_type=search&rec_idx=52868472&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,충남천안시 서북구,경력3년↑ 초대졸↑ 정규직,03/20
2244,"PC 클라이언트 개발자/C#, C++, Python/세계적 게임사",(주)에이치알비즈코리아,/zf_user/jobs/relay/view?view_type=search&rec_idx=52853282&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기성남시 분당구,경력 4~10년 대졸↑ 정규직,02/01
2245,[[[IoT 솔루션 전문기업 - 백엔드개발자(과장~차장)]]],(주)백그라운드,/zf_user/jobs/relay/view?view_type=search&rec_idx=52872501&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울강남구,경력7년↑ 대졸↑ 정규직,02/04
2246,#[블록체인·클라우드 IT 기업] 프론트엔드 개발자(팀장급),(주)백그라운드,/zf_user/jobs/relay/view?view_type=search&rec_idx=52856925&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울강남구,경력5년↑ 초대졸↑ 정규직,02/08
2247,[[[블록체인 글로벌 IT 기업 -프론트엔드 개발자(팀장급]]],(주)백그라운드,/zf_user/jobs/relay/view?view_type=search&rec_idx=52872532&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울강남구,경력5년↑ 초대졸↑ 정규직,02/04
2248,[아이쿱] FullStack 개발자 모집,(주)아이쿱,/zf_user/jobs/relay/view?view_type=search&rec_idx=52857631&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울서초구,경력5년↓ 초대졸↑ 정규직,02/28
2249,(주)아크스퀘어 경력 프론트엔드 개발자 모집,(주)아크스퀘어,/zf_user/jobs/relay/view?view_type=search&rec_idx=52868494&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,충남천안시 서북구,경력3년↑ 학력무관 정규직,03/21
2250,대형저축은행 IT이노베이션테크팀원 (AI활용/언어모델 개발자),커리어커넥트(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52881054&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울강남구,경력5년↑ 대졸↑ 정규직,02/05
2251,39. 영업 플랫폼 시스템 개발자 [글로벌 보험사],베스트네트워크㈜,/zf_user/jobs/relay/view?view_type=search&rec_idx=52883092&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울강남구,경력5년↑ 대졸↑ 정규직,02/05
2252,39. Application Developer 앱 개발자 [글로벌 보험사],베스트네트워크㈜,/zf_user/jobs/relay/view?view_type=search&rec_idx=52883111&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울강남구,경력4년↑ 대졸↑ 정규직,02/05
2253,QT/QML 경력직 개발자 채용 (신입모집 아닙니다 경력직 모집),주식회사 스마트코어,/zf_user/jobs/relay/view?view_type=search&rec_idx=52882386&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기성남시 수정구,경력 2~6년 고졸↑ 정규직,01/31
2254,[일진씨앤에스] MES PM/PL 컨설턴트/개발자 채용,일진씨앤에스(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52884791&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울마포구,경력5년↑ 대졸↑ 정규직,02/20
2255,데이터 동기화 솔루션 연구소장 / 시니어 백엔드 개발자 충원,(주)골든어스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52884532&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울금천구,경력 10~20년 초대졸↑ 정규직,01/30
2256,파이선 개발자 채용,(주)뉴로다임,/zf_user/jobs/relay/view?view_type=search&rec_idx=52905577&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울성동구,경력 5~20년 대졸↑ 정규직,02/21
2257,#[블록체인·클라우드 플랫폼 IT 기업] 프론트엔드 개발자(팀장),(주)백그라운드,/zf_user/jobs/relay/view?view_type=search&rec_idx=52892569&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울강남구,경력7년↑ 초대졸↑ 정규직,02/06
2258,41. 영업 플랫폼 시스템 개발자 [글로벌 보험사],베스트네트워크㈜,/zf_user/jobs/relay/view?view_type=search&rec_idx=52893504&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,서울강남구,경력5년↑ 대졸↑ 정규직,02/06
2259,디지털 헬스케어 전문 상장 기업 PyQt GUI 개발자,(주)바인컨설팅,/zf_user/jobs/relay/view?view_type=search&rec_idx=52909971&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=fe72bd25-c925-44dc-ba4f-9f75e880560c,경기성남시 분당구,경력5년↑ 대졸↑ 정규직,01/30
